student number: ,Age: 18,Gender: 1
Trial No,Trial Type,Top Word,Bottom Word,Response,RT,Dot Pos(1:T 2:B),
1,Practice,rectangular,subsequent,1,356,2
2,Practice,geometric,indicate,1,479,2
3,Practice,aluminium,banner,1,549,1
4,Practice,midst,adobe,1,544,1
5,Practice,matchbook,informal,1,603,1
6,Practice,subsequent,rectangular,1,604,2
7,Practice,diagonal,logistics,1,476,1
8,Practice,edition,contrast,1,635,1
9,Practice,infuser,multitude,1,650,1
10,Practice,checkers,keyboard,1,560,1
11,Practice,limestone,numerical,1,635,2
12,Practice,adobe,midst,1,746,1
13,Practice,contrast,edition,1,806,2
14,Practice,seat,scoop,1,622,2
15,Practice,ten,marksman,1,598,1
16,Practice,marksman,ten,1,567,1
17,Practice,scoop,seat,1,465,2
18,Practice,flatten,linear,1,688,1
19,Practice,input,localized,1,597,1
20,Practice,informal,matchbook,1,607,1
21,Practice,banner,aluminium,1,711,2
22,Practice,numerical,limestone,1,772,1
23,Practice,washer,collar,1,510,2
24,Practice,linear,flatten,1,578,2
25,Practice,multitude,infuser,1,700,2
26,Practice,keyboard,checkers,1,673,1
27,Practice,collar,washer,1,607,2
28,Practice,localized,input,1,496,2
29,Practice,indicate,geometric,1,445,2
30,Practice,logistics,diagonal,1,381,2
1,Main,room,dead,1,599,2
2,Main,watches,miracle,1,416,2
3,Main,dishonesty,deductions,1,552,1
4,Main,paged,cramp,1,531,2
5,Main,except,murder,1,519,2
6,Main,skull,broad,1,667,1
7,Main,title,cheer,1,801,1
8,Main,room,dead,1,1153,2
9,Main,deductions,dishonesty,1,715,1
10,Main,rejection,sentences,1,664,2
11,Main,dead,room,1,631,1
12,Main,riches,summit,1,598,2
13,Main,appetite,kindness,1,576,2
14,Main,killed,having,1,698,1
15,Main,repulsive,reviewing,1,567,1
16,Main,machines,laughter,1,561,1
